Customer ID,Recency,Tenancy,FirstPurchaseDate,LastPurchaseDate,Frequency,Monetary,AvgOrderValue,R_Score,F_Score,M_Score,RFM_Group,Total_Score,Segment,Churn,AvgDaysBetweenOrders
13295.0,12,212,2010-05-12 09:13:00,2010-11-28 14:14:00,3,900.77,300.25666666666666,5,3,3,533,11,Loyal Customer,0,3.5714285714285716
13296.0,59,213,2010-05-11 14:29:00,2010-10-12 12:41:00,5,705.11,141.022,3,4,3,343,10,Loyal Customer,0,3.234042553191489
13297.0,21,178,2010-06-15 12:35:00,2010-11-19 13:49:00,3,2278.77,759.59,4,3,5,435,12,Loyal Customer,0,2.4761904761904763
13299.0,59,164,2010-06-29 11:30:00,2010-10-12 10:53:00,2,1076.2,538.1,3,2,4,324,9,Avetage/Standard,0,1.8571428571428572
13300.0,24,210,2010-05-14 15:56:00,2010-11-16 17:10:00,2,913.62,456.81,4,2,3,423,9,Recent Customer,0,5.470588235294118
13302.0,162,162,2010-07-01 12:32:00,2010-07-01 12:32:00,1,95.45,95.45,2,1,1,211,4,Lost,1,0.0
13303.0,36,36,2010-11-04 14:55:00,2010-11-04 14:55:00,1,61.72,61.72,4,1,1,411,6,Recent Customer,0,0.0
13304.0,91,305,2010-02-08 12:42:00,2010-09-10 10:09:00,3,917.57,305.8566666666667,2,3,3,233,8,Avetage/Standard,1,3.8035714285714284
13305.0,8,275,2010-03-10 14:49:00,2010-12-02 12:10:00,7,1753.85,250.54999999999998,5,5,4,554,14,Champions,0,2.129032258064516
13306.0,66,66,2010-10-05 14:55:00,2010-10-05 14:55:00,1,53.65,53.65,3,1,1,311,5,Avetage/Standard,0,0.0
13307.0,123,228,2010-04-26 13:28:00,2010-08-09 12:56:00,2,258.34,129.17,2,2,2,222,6,Lost,1,8.0
13308.0,232,232,2010-04-22 09:22:00,2010-04-22 09:22:00,1,284.86,284.86,1,1,2,112,4,Lost,1,0.0
13309.0,28,28,2010-11-12 12:10:00,2010-11-12 12:10:00,1,249.58,249.58,4,1,1,411,6,Recent Customer,0,0.0
13310.0,16,38,2010-11-02 17:03:00,2010-11-24 09:14:00,2,409.17,204.585,4,2,2,422,8,Recent Customer,0,0.9545454545454546
13312.0,87,87,2010-09-14 14:36:00,2010-09-14 14:36:00,1,124.75,124.75,2,1,1,211,4,Lost,0,0.0
13313.0,115,373,2009-12-02 16:18:00,2010-08-17 11:45:00,7,1890.0,270.0,2,5,4,254,11,At Risk,1,2.361111111111111
13315.0,325,325,2010-01-19 15:34:00,2010-01-19 15:34:00,1,310.26,310.26,1,1,2,112,4,Lost,1,0.0
13316.0,28,275,2010-03-10 10:01:00,2010-11-12 10:14:00,6,7213.84,1202.3066666666666,4,4,5,445,13,Champions,0,2.8045977011494254
13317.0,21,362,2009-12-13 11:11:00,2010-11-19 10:06:00,13,4212.411,324.0316153846154,4,5,5,455,14,Champions,0,1.5342465753424657
13319.0,1,369,2009-12-06 14:46:00,2010-12-09 10:05:00,34,11236.95,330.4985294117647,5,5,5,555,15,Champions,0,0.7426778242677824
13320.0,70,114,2010-08-18 10:29:00,2010-10-01 14:59:00,2,679.4,339.7,3,2,3,323,8,Avetage/Standard,0,1.0232558139534884
13324.0,64,199,2010-05-25 10:23:00,2010-10-07 12:44:00,8,3391.52,423.94,3,5,5,355,13,Loyal Customer,0,2.357142857142857
13326.0,68,68,2010-10-03 16:00:00,2010-10-03 16:00:00,1,281.76,281.76,3,1,2,312,6,Avetage/Standard,0,0.0
13327.0,1,357,2009-12-18 15:35:00,2010-12-09 15:33:00,14,6251.71,446.55071428571426,5,5,5,555,15,Champions,0,1.502145922746781
13329.0,2,371,2009-12-04 15:41:00,2010-12-08 10:11:00,7,4323.97,617.71,5,5,5,555,15,Champions,0,3.4205607476635516
13330.0,91,290,2010-02-23 10:12:00,2010-09-10 14:12:00,3,1665.25,555.0833333333334,2,3,4,234,9,Avetage/Standard,1,3.109375
13331.0,37,37,2010-11-03 08:04:00,2010-11-03 08:04:00,1,262.4,262.4,3,1,2,312,6,Avetage/Standard,0,0.0
13333.0,47,294,2010-02-19 09:26:00,2010-10-24 13:24:00,3,1015.74,338.58,3,3,4,334,10,Loyal Customer,0,4.555555555555555
13334.0,172,288,2010-02-25 12:21:00,2010-06-21 13:52:00,2,2726.93,1363.465,2,2,5,225,9,Lost,1,0.5497630331753555
13337.0,182,182,2010-06-11 13:27:00,2010-06-11 13:27:00,1,1575.26,1575.26,1,1,4,114,6,Lost,1,0.0
13338.0,177,339,2010-01-05 12:25:00,2010-06-16 10:23:00,3,1958.6,652.8666666666667,1,3,4,134,8,Avetage/Standard,1,1.4814814814814814
13340.0,53,291,2010-02-22 14:54:00,2010-10-18 10:42:00,5,11364.08,2272.816,3,4,5,345,12,Loyal Customer,0,2.95
13346.0,98,232,2010-04-22 12:34:00,2010-09-03 11:41:00,6,299.4,49.9,2,4,2,242,8,At Risk,1,26.4
13357.0,130,263,2010-03-22 14:30:00,2010-08-02 14:02:00,4,3228.41,807.1025,2,4,5,245,11,At Risk,1,0.42857142857142855
13359.0,39,39,2010-11-01 15:05:00,2010-11-01 15:05:00,1,603.75,603.75,3,1,3,313,7,Avetage/Standard,0,0.0
13360.0,67,336,2010-01-08 11:16:00,2010-10-04 12:37:00,4,1553.65,388.4125,3,4,4,344,11,Loyal Customer,0,4.107692307692307
13361.0,108,253,2010-04-01 07:49:00,2010-08-24 14:56:00,2,1450.5,725.25,2,2,4,224,8,Lost,1,4.393939393939394
13362.0,14,61,2010-10-10 15:27:00,2010-11-26 16:38:00,3,2303.33,767.7766666666666,5,3,5,535,13,Loyal Customer,0,0.3511450381679389
13363.0,45,45,2010-10-26 11:07:00,2010-10-26 11:07:00,1,731.36,731.36,3,1,3,313,7,Avetage/Standard,0,0.0
13367.0,67,67,2010-10-04 10:00:00,2010-10-04 10:00:00,1,510.20000000000005,510.20000000000005,3,1,3,313,7,Avetage/Standard,0,0.0
13368.0,50,59,2010-10-12 10:43:00,2010-10-21 09:43:00,2,498.1,249.05,3,2,2,322,7,Avetage/Standard,0,0.36363636363636365
13369.0,1,1,2010-12-09 11:30:00,2010-12-09 11:30:00,1,308.28000000000003,308.28000000000003,5,1,2,512,8,Recent Customer,0,0.0
13370.0,7,7,2010-12-03 10:26:00,2010-12-03 10:26:00,1,754.87,754.87,5,1,3,513,9,Recent Customer,0,0.0
13371.0,141,268,2010-03-17 15:29:00,2010-07-22 17:33:00,2,2297.66,1148.83,2,2,5,225,9,Lost,1,1.3956043956043955
13373.0,51,369,2009-12-06 12:34:00,2010-10-20 10:09:00,3,4274.94,1424.9799999999998,3,3,5,335,11,Loyal Customer,0,1.592964824120603
13374.0,50,85,2010-09-16 10:29:00,2010-10-21 10:04:00,2,422.8,211.4,3,2,2,322,7,Avetage/Standard,0,2.125
13375.0,80,80,2010-09-21 08:12:00,2010-09-21 08:12:00,1,1013.58,1013.58,2,1,4,214,7,Lost,0,0.0
13377.0,32,281,2010-03-04 10:06:00,2010-11-08 12:20:00,2,1552.88,776.44,4,2,4,424,10,Recent Customer,0,3.2337662337662336
13380.0,68,68,2010-10-03 10:18:00,2010-10-03 10:18:00,1,62.4,62.4,3,1,1,311,5,Avetage/Standard,0,0.0
13381.0,15,374,2009-12-01 15:19:00,2010-11-25 13:30:00,6,4585.06,764.1766666666667,5,4,5,545,14,Champions,0,1.9453551912568305
13382.0,64,367,2009-12-08 09:56:00,2010-10-07 09:28:00,4,1164.59,291.1475,3,4,4,344,11,Loyal Customer,0,4.3
13383.0,179,179,2010-06-14 11:45:00,2010-06-14 11:45:00,1,305.28000000000003,305.28000000000003,1,1,2,112,4,Lost,1,0.0
13384.0,26,136,2010-07-27 12:22:00,2010-11-14 13:13:00,4,2528.9,632.225,4,4,5,445,13,Champions,0,0.9819819819819819
13386.0,50,73,2010-09-28 13:09:00,2010-10-21 12:52:00,2,835.46,417.73,3,2,3,323,8,Avetage/Standard,0,0.7333333333333333
13387.0,53,53,2010-10-18 14:07:00,2010-10-18 14:07:00,1,189.44,189.44,3,1,1,311,5,Avetage/Standard,0,0.0
13388.0,239,239,2010-04-15 10:18:00,2010-04-15 10:18:00,1,508.55,508.55,1,1,3,113,5,Lost,1,0.0
13392.0,313,313,2010-01-31 13:34:00,2010-01-31 13:34:00,1,91.14,91.14,1,1,1,111,3,Lost,1,0.0
13393.0,219,368,2009-12-07 18:12:00,2010-05-05 09:34:00,4,1131.45,282.8625,1,4,4,144,9,At Risk,1,2.161764705882353
13394.0,15,374,2009-12-01 11:58:00,2010-11-25 18:08:00,11,4101.68,372.88000000000005,5,5,5,555,15,Champions,0,1.3992094861660078
13395.0,36,57,2010-10-14 13:00:00,2010-11-04 14:00:00,2,872.51,436.255,4,2,3,423,9,Recent Customer,0,0.3559322033898305
13397.0,73,324,2010-01-20 09:50:00,2010-09-28 13:10:00,5,1647.74,329.548,2,4,4,244,10,At Risk,0,5.0
13398.0,84,84,2010-09-17 09:34:00,2010-09-17 09:34:00,1,213.0,213.0,2,1,1,211,4,Lost,0,0.0
13399.0,100,155,2010-07-08 17:47:00,2010-09-01 13:59:00,3,275.4,91.8,2,3,2,232,7,Avetage/Standard,1,3.857142857142857
13400.0,218,218,2010-05-06 09:00:00,2010-05-06 09:00:00,1,310.83,310.83,1,1,2,112,4,Lost,1,0.0
13402.0,8,200,2010-05-24 10:56:00,2010-12-02 17:12:00,3,913.9000000000001,304.6333333333334,5,3,3,533,11,Loyal Customer,0,3.4107142857142856
13403.0,23,359,2009-12-16 13:23:00,2010-11-17 11:38:00,2,154.5,77.25,4,2,1,421,7,Recent Customer,0,67.0
13405.0,117,360,2009-12-15 14:13:00,2010-08-15 13:28:00,3,641.36,213.78666666666666,2,3,3,233,8,Avetage/Standard,1,16.133333333333333
13406.0,63,267,2010-03-18 07:29:00,2010-10-08 14:44:00,2,568.92,284.46,3,2,3,323,8,Avetage/Standard,0,25.5
13407.0,214,297,2010-02-16 11:13:00,2010-05-10 12:41:00,3,2244.7,748.2333333333332,1,3,5,135,9,Avetage/Standard,1,0.9761904761904762
13408.0,7,371,2009-12-04 09:31:00,2010-12-03 09:39:00,46,23616.422,513.4004782608696,5,5,5,555,15,Champions,0,0.9556786703601108
13410.0,29,367,2009-12-08 13:43:00,2010-11-11 16:45:00,4,1198.9,299.725,4,4,4,444,12,Champions,0,16.047619047619047
13412.0,256,256,2010-03-29 16:28:00,2010-03-29 16:28:00,1,487.34999999999997,487.34999999999997,1,1,2,112,4,Lost,1,0.0
13413.0,275,323,2010-01-21 17:43:00,2010-03-10 12:17:00,6,429.44,71.57333333333334,1,4,2,142,7,At Risk,1,1.0952380952380953
13414.0,99,239,2010-04-15 17:00:00,2010-09-02 16:55:00,3,1103.64,367.88000000000005,2,3,4,234,9,Avetage/Standard,1,4.633333333333334
13415.0,108,364,2009-12-11 14:20:00,2010-08-24 11:38:00,4,800.67,200.1675,2,4,3,243,9,At Risk,1,2.4757281553398056
13416.0,372,372,2009-12-03 13:02:00,2009-12-03 13:02:00,1,228.3,228.3,1,1,1,111,3,Lost,1,0.0
13417.0,183,305,2010-02-08 12:39:00,2010-06-10 10:05:00,4,1028.66,257.165,1,4,4,144,9,At Risk,1,2.5208333333333335
13418.0,8,364,2009-12-11 12:51:00,2010-12-02 10:46:00,15,6106.17,407.07800000000003,5,5,5,555,15,Champions,0,1.3604651162790697
13421.0,42,299,2010-02-14 14:45:00,2010-10-29 17:17:00,6,2252.04,375.34,3,4,5,345,12,Loyal Customer,0,1.5389221556886228
13423.0,64,64,2010-10-07 09:02:00,2010-10-07 09:02:00,1,217.03,217.03,3,1,1,311,5,Avetage/Standard,0,0.0
13424.0,85,85,2010-09-16 10:49:00,2010-09-16 10:49:00,1,572.77,572.77,2,1,3,213,6,Lost,0,0.0
13425.0,144,215,2010-05-09 14:35:00,2010-07-19 12:56:00,2,1779.42,889.71,2,2,4,224,8,Lost,1,0.7070707070707071
13426.0,18,366,2009-12-09 15:16:00,2010-11-22 11:22:00,12,4526.06,377.1716666666667,4,5,5,455,14,Champions,0,1.854054054054054
13427.0,113,358,2009-12-17 13:44:00,2010-08-19 11:45:00,3,423.93,141.31,2,3,2,232,7,Avetage/Standard,1,11.090909090909092
13428.0,150,150,2010-07-13 13:20:00,2010-07-13 13:33:00,2,281.51,140.755,2,2,2,222,6,Lost,1,0.0
13431.0,42,295,2010-02-18 11:53:00,2010-10-29 14:09:00,6,2047.14,341.19,3,4,4,344,11,Loyal Customer,0,3.0609756097560976
13432.0,207,248,2010-04-06 14:42:00,2010-05-17 13:18:00,2,439.1,219.55,1,2,2,122,5,Lost,1,0.36363636363636365
13433.0,137,332,2010-01-12 08:59:00,2010-07-26 16:55:00,4,658.3199999999999,164.57999999999998,2,4,3,243,9,At Risk,1,8.434782608695652
13434.0,21,291,2010-02-22 09:54:00,2010-11-19 15:09:00,3,1132.6200000000001,377.54,4,3,4,434,11,Loyal Customer,0,11.25
13435.0,12,136,2010-07-27 16:56:00,2010-11-28 13:51:00,2,665.34,332.67,5,2,3,523,10,Recent Customer,0,2.46
13438.0,183,183,2010-06-10 18:46:00,2010-06-10 18:46:00,1,46.5,46.5,1,1,1,111,3,Lost,1,0.0
13439.0,24,162,2010-07-01 14:36:00,2010-11-16 15:24:00,2,702.9,351.45,4,2,3,423,9,Recent Customer,0,1.2321428571428572
13440.0,59,87,2010-09-14 10:34:00,2010-10-12 13:11:00,7,1295.25,185.03571428571428,3,5,4,354,12,Loyal Customer,0,0.46551724137931033
13441.0,67,67,2010-10-04 10:38:00,2010-10-04 10:38:00,1,424.26,424.26,3,1,2,312,6,Avetage/Standard,0,0.0
13442.0,303,374,2009-12-01 14:59:00,2010-02-10 14:03:00,3,419.87,139.95666666666668,1,3,2,132,6,Avetage/Standard,1,1.8918918918918919
13443.0,84,313,2010-01-31 13:30:00,2010-09-17 12:31:00,6,1280.16,213.36,2,4,4,244,10,At Risk,0,1.1182266009852218
13444.0,10,142,2010-07-21 14:34:00,2010-11-30 13:02:00,2,631.6800000000001,315.84000000000003,5,2,3,523,10,Recent Customer,0,2.2982456140350878
13445.0,262,262,2010-03-23 15:34:00,2010-03-23 15:34:00,1,241.89999999999998,241.89999999999998,1,1,1,111,3,Lost,1,0.0
13446.0,66,299,2010-02-14 11:52:00,2010-10-05 18:51:00,11,3881.89,352.8990909090909,3,5,5,355,13,Loyal Customer,0,1.198952879581152
13448.0,9,369,2009-12-06 12:14:00,2010-12-01 10:53:00,9,5701.5,633.5,5,5,5,555,15,Champions,0,0.9861878453038674
13450.0,10,239,2010-04-15 19:15:00,2010-11-30 13:20:00,7,2076.32,296.6171428571429,5,5,4,554,14,Champions,0,3.0
13451.0,17,264,2010-03-21 16:13:00,2010-11-23 14:50:00,6,4214.77,702.4616666666667,4,4,5,445,13,Champions,0,0.4080267558528428
13452.0,108,108,2010-08-24 09:53:00,2010-08-24 09:53:00,1,139.8,139.8,2,1,1,211,4,Lost,1,0.0
13453.0,38,38,2010-11-02 13:23:00,2010-11-02 13:23:00,1,424.71,424.71,3,1,2,312,6,Avetage/Standard,0,0.0
13454.0,277,277,2010-03-08 14:40:00,2010-03-08 14:40:00,1,219.87,219.87,1,1,1,111,3,Lost,1,0.0
13455.0,2,366,2009-12-09 08:58:00,2010-12-08 13:11:00,5,1847.59,369.518,5,4,4,544,13,Champions,0,3.731958762886598
13457.0,324,373,2009-12-02 12:46:00,2010-01-20 08:48:00,2,148.22,74.11,1,2,1,121,4,Lost,1,6.0
13458.0,15,24,2010-11-16 14:01:00,2010-11-25 15:02:00,2,2312.7,1156.35,5,2,5,525,12,Recent Customer,0,0.08823529411764706
13459.0,260,318,2010-01-26 13:35:00,2010-03-25 10:24:00,2,1160.4099999999999,580.2049999999999,1,2,4,124,7,Lost,1,0.7916666666666666
13461.0,43,233,2010-04-21 16:01:00,2010-10-28 17:53:00,3,2715.0,905.0,3,3,5,335,11,Loyal Customer,0,5.5588235294117645
13462.0,46,361,2009-12-14 09:48:00,2010-10-25 10:00:00,4,1002.35,250.5875,3,4,4,344,11,Loyal Customer,0,5.147540983606557
13464.0,30,254,2010-03-31 15:22:00,2010-11-10 12:24:00,5,2422.96,484.592,4,4,5,445,13,Champions,0,2.0458715596330275
13465.0,82,222,2010-05-02 15:30:00,2010-09-19 15:13:00,2,931.12,465.56,2,2,3,223,7,Lost,0,4.212121212121212
13466.0,44,264,2010-03-21 13:50:00,2010-10-27 12:50:00,4,705.45,176.3625,3,4,3,343,10,Loyal Customer,0,5.918918918918919
13468.0,4,372,2009-12-03 13:32:00,2010-12-06 13:34:00,38,7685.54,202.25105263157894,5,5,5,555,15,Champions,0,0.8305882352941176
13469.0,289,289,2010-02-24 15:03:00,2010-02-24 15:03:00,1,82.4,82.4,1,1,1,111,3,Lost,1,0.0
13472.0,99,191,2010-06-02 09:48:00,2010-09-02 09:41:00,2,592.24,296.12,2,2,3,223,7,Lost,1,3.3703703703703702
13473.0,210,360,2009-12-15 19:02:00,2010-05-14 10:47:00,6,2235.12,372.52,1,4,5,145,10,At Risk,1,3.0625
13474.0,79,131,2010-08-01 14:40:00,2010-09-22 09:21:00,2,434.2,217.1,2,2,2,222,6,Lost,0,0.7846153846153846
13476.0,42,280,2010-03-05 09:39:00,2010-10-29 08:24:00,3,823.0,274.3333333333333,3,3,3,333,9,Loyal Customer,0,5.042553191489362
13477.0,91,319,2010-01-25 11:52:00,2010-09-10 09:08:00,5,1379.59,275.918,2,4,4,244,10,At Risk,1,2.91025641025641
13478.0,105,313,2010-01-31 15:51:00,2010-08-27 13:23:00,5,2215.78,443.15600000000006,2,4,5,245,11,At Risk,1,1.653225806451613
13479.0,88,113,2010-08-19 16:18:00,2010-09-13 13:29:00,2,550.42,275.21,2,2,3,223,7,Lost,0,0.6486486486486487
13480.0,52,315,2010-01-29 12:35:00,2010-10-19 11:53:00,2,627.82,313.91,3,2,3,323,8,Avetage/Standard,0,6.55
13481.0,10,371,2009-12-04 12:37:00,2010-11-30 10:32:00,6,2026.28,337.7133333333333,5,4,4,544,13,Champions,0,3.1403508771929824
13482.0,263,263,2010-03-22 10:31:00,2010-03-22 10:31:00,1,151.45,151.45,1,1,1,111,3,Lost,1,0.0
13484.0,19,275,2010-03-10 11:46:00,2010-11-21 13:48:00,2,476.92,238.46,4,2,2,422,8,Recent Customer,0,8.533333333333333
13485.0,12,372,2009-12-03 13:46:00,2010-11-28 11:04:00,10,2564.98,256.498,5,5,5,555,15,Champions,0,2.656716417910448
13487.0,141,370,2009-12-05 10:25:00,2010-07-22 10:41:00,2,271.47,135.735,2,2,2,222,6,Lost,1,16.357142857142858
13488.0,3,319,2010-01-25 10:13:00,2010-12-07 13:01:00,11,6619.57,601.7790909090909,5,5,5,555,15,Champions,0,1.043189368770764
13490.0,290,290,2010-02-23 14:48:00,2010-02-23 14:48:00,1,154.25,154.25,1,1,1,111,3,Lost,1,0.0
13491.0,8,368,2009-12-07 08:24:00,2010-12-02 14:30:00,18,3350.7400000000002,186.15222222222224,5,5,5,555,15,Champions,0,1.9502762430939227
13495.0,4,368,2009-12-07 12:12:00,2010-12-06 15:14:00,6,3329.39,554.8983333333333,5,4,5,545,14,Champions,0,3.693877551020408
13497.0,4,305,2010-02-08 10:27:00,2010-12-06 11:37:00,5,972.28,194.456,5,4,3,543,12,Champions,0,6.361702127659575
13498.0,366,366,2009-12-09 15:26:00,2009-12-09 15:26:00,1,327.38,327.38,1,1,2,112,4,Lost,1,0.0
13500.0,37,37,2010-11-03 13:16:00,2010-11-03 13:16:00,1,299.53,299.53,3,1,2,312,6,Avetage/Standard,0,0.0
13501.0,122,206,2010-05-18 13:24:00,2010-08-10 13:01:00,2,1544.79,772.395,2,2,4,224,8,Lost,1,1.360655737704918
13502.0,51,184,2010-06-09 10:52:00,2010-10-20 10:15:00,2,488.5,244.25,3,2,2,322,7,Avetage/Standard,0,9.428571428571429
13503.0,115,297,2010-02-16 13:49:00,2010-08-17 13:17:00,5,1688.54,337.70799999999997,2,4,4,244,10,At Risk,1,1.0
13506.0,5,96,2010-09-05 12:33:00,2010-12-05 12:15:00,4,1180.68,295.17,5,4,4,544,13,Champions,0,1.267605633802817
13508.0,278,278,2010-03-07 11:58:00,2010-03-07 11:58:00,1,176.07999999999998,176.07999999999998,1,1,1,111,3,Lost,1,0.0
13509.0,143,143,2010-07-20 12:10:00,2010-07-20 12:10:00,1,135.0,135.0,2,1,1,211,4,Lost,1,0.0
13510.0,11,354,2009-12-21 11:53:00,2010-11-29 12:26:00,7,2766.73,395.2471428571429,5,5,5,555,15,Champions,0,1.9653179190751444
13511.0,312,312,2010-02-01 12:10:00,2010-02-01 12:10:00,1,282.76,282.76,1,1,2,112,4,Lost,1,0.0
13512.0,23,219,2010-05-05 13:22:00,2010-11-17 14:55:00,3,462.18,154.06,4,3,2,432,9,Loyal Customer,0,8.478260869565217
13513.0,77,291,2010-02-22 16:36:00,2010-09-24 16:25:00,2,619.49,309.745,2,2,3,223,7,Lost,0,7.344827586206897
13514.0,64,318,2010-01-26 15:11:00,2010-10-07 12:10:00,3,663.7,221.23333333333335,3,3,3,333,9,Loyal Customer,0,15.8125
13515.0,85,280,2010-03-05 11:58:00,2010-09-16 15:07:00,2,374.7,187.35,2,2,2,222,6,Lost,0,12.1875
13516.0,53,53,2010-10-18 08:52:00,2010-10-18 08:52:00,1,295.85,295.85,3,1,2,312,6,Avetage/Standard,0,0.0
13519.0,78,78,2010-09-23 11:45:00,2010-09-23 11:45:00,1,220.46,220.46,2,1,1,211,4,Lost,0,0.0
13520.0,7,358,2009-12-17 11:11:00,2010-12-03 10:36:00,6,3285.05,547.5083333333333,5,4,5,545,14,Champions,0,3.144144144144144
13523.0,2,38,2010-11-02 14:55:00,2010-12-08 14:22:00,2,1136.64,568.32,5,2,4,524,11,Recent Customer,0,0.603448275862069
13526.0,374,374,2009-12-01 12:56:00,2009-12-01 13:13:00,2,1182.0,591.0,1,2,4,124,7,Lost,1,0.0
13527.0,54,323,2010-01-21 12:37:00,2010-10-17 12:52:00,5,2396.23,479.246,3,4,5,345,12,Loyal Customer,0,1.145922746781116
13530.0,270,270,2010-03-15 14:10:00,2010-03-15 14:10:00,1,402.97999999999996,402.97999999999996,1,1,2,112,4,Lost,1,0.0
13531.0,2,372,2009-12-03 15:20:00,2010-12-08 15:03:00,5,1254.72,250.94400000000002,5,4,4,544,13,Champions,0,5.507462686567164
13534.0,15,156,2010-07-07 15:00:00,2010-11-25 15:54:00,10,1850.82,185.082,5,5,4,554,14,Champions,0,1.4421052631578948
13535.0,38,38,2010-11-02 11:49:00,2010-11-02 11:49:00,1,89.5,89.5,3,1,1,311,5,Avetage/Standard,0,0.0
13537.0,61,87,2010-09-14 10:41:00,2010-10-10 12:45:00,2,717.85,358.925,3,2,3,323,8,Avetage/Standard,0,0.6341463414634146
13538.0,32,311,2010-02-02 12:47:00,2010-11-08 14:19:00,5,1831.88,366.37600000000003,4,4,4,444,12,Champions,0,2.347457627118644
13539.0,56,226,2010-04-28 12:04:00,2010-10-15 09:15:00,4,938.02,234.505,3,4,3,343,10,Loyal Customer,0,3.5
13540.0,103,291,2010-02-22 09:22:00,2010-08-29 14:20:00,3,632.39,210.79666666666665,2,3,3,233,8,Avetage/Standard,1,6.064516129032258
13541.0,63,206,2010-05-18 16:15:00,2010-10-08 16:37:00,2,785.25,392.625,3,2,3,323,8,Avetage/Standard,0,15.88888888888889
13542.0,12,365,2009-12-10 19:53:00,2010-11-28 11:24:00,17,4006.17,235.6570588235294,5,5,5,555,15,Champions,0,1.0267857142857142
13543.0,270,323,2010-01-21 14:30:00,2010-03-15 13:34:00,2,1439.6100000000001,719.8050000000001,1,2,4,124,7,Lost,1,1.1304347826086956
13544.0,47,280,2010-03-05 11:31:00,2010-10-24 11:25:00,4,537.59,134.3975,3,4,3,343,10,Loyal Customer,0,1.3647058823529412
13545.0,26,180,2010-06-13 11:49:00,2010-11-14 11:27:00,2,374.64,187.32,4,2,2,422,8,Recent Customer,0,2.732142857142857
13546.0,18,60,2010-10-11 17:23:00,2010-11-22 17:33:00,2,465.15,232.575,4,2,2,422,8,Recent Customer,0,0.7777777777777778
13547.0,44,44,2010-10-27 14:14:00,2010-10-27 14:14:00,1,175.53,175.53,3,1,1,311,5,Avetage/Standard,0,0.0
13548.0,107,107,2010-08-25 13:44:00,2010-08-25 13:44:00,1,226.57999999999998,226.57999999999998,2,1,1,211,4,Lost,1,0.0
13549.0,23,23,2010-11-17 12:17:00,2010-11-17 12:17:00,1,87.6,87.6,4,1,1,411,6,Recent Customer,0,0.0
13550.0,19,19,2010-11-21 15:24:00,2010-11-21 15:24:00,1,349.51,349.51,4,1,2,412,7,Recent Customer,0,0.0
13551.0,302,302,2010-02-11 15:01:00,2010-02-11 15:01:00,1,152.39999999999998,152.39999999999998,1,1,1,111,3,Lost,1,0.0
13552.0,64,294,2010-02-19 13:28:00,2010-10-07 12:30:00,10,3238.85,323.885,3,5,5,355,13,Loyal Customer,0,2.306122448979592
13553.0,310,310,2010-02-03 12:21:00,2010-02-03 12:21:00,1,517.8,517.8,1,1,3,113,5,Lost,1,0.0
13554.0,16,82,2010-09-19 12:39:00,2010-11-24 15:05:00,7,1638.28,234.04,4,5,4,454,13,Champions,0,0.32323232323232326
13555.0,14,325,2010-01-19 13:20:00,2010-11-26 11:50:00,9,4849.91,538.8788888888889,5,5,5,555,15,Champions,0,1.1444444444444444
13556.0,65,71,2010-09-30 09:01:00,2010-10-06 16:44:00,2,200.82,100.41,3,2,1,321,6,Avetage/Standard,0,0.75
13557.0,51,367,2009-12-08 17:41:00,2010-10-20 14:06:00,11,2448.2,222.56363636363633,3,5,5,355,13,Loyal Customer,0,2.1379310344827585
13559.0,148,179,2010-06-14 11:52:00,2010-07-15 09:52:00,2,990.0,495.0,2,2,3,223,7,Lost,1,30.0
13561.0,33,285,2010-02-28 13:42:00,2010-11-07 14:28:00,10,1678.86,167.886,4,5,4,454,13,Champions,0,1.1422018348623852
13562.0,37,330,2010-01-14 16:33:00,2010-11-03 10:43:00,5,3038.85,607.77,3,4,5,345,12,Loyal Customer,0,2.566371681415929
13564.0,4,373,2009-12-02 11:55:00,2010-12-06 17:26:00,35,15500.53,442.87228571428574,5,5,5,555,15,Champions,0,0.2999157540016849
13565.0,47,47,2010-10-24 15:51:00,2010-10-24 15:51:00,1,174.57999999999998,174.57999999999998,3,1,1,311,5,Avetage/Standard,0,0.0
13566.0,70,275,2010-03-10 12:22:00,2010-10-01 12:27:00,3,833.41,277.80333333333334,3,3,3,333,9,Loyal Customer,0,1.0355329949238579
13567.0,64,177,2010-06-16 12:48:00,2010-10-07 12:51:00,4,1083.69,270.9225,3,4,4,344,11,Loyal Customer,0,0.5544554455445545
13569.0,3,64,2010-10-07 13:05:00,2010-12-07 12:29:00,3,520.03,173.34333333333333,5,3,3,533,11,Loyal Customer,0,0.4609375
13571.0,18,367,2009-12-08 13:02:00,2010-11-22 13:09:00,14,2454.2200000000003,175.3014285714286,4,5,5,455,14,Champions,0,1.0239520958083832
13573.0,15,273,2010-03-12 16:06:00,2010-11-25 15:01:00,4,622.07,155.5175,5,4,3,543,12,Champions,0,4.129032258064516
13574.0,47,47,2010-10-24 13:28:00,2010-10-24 13:28:00,1,421.25,421.25,3,1,2,312,6,Avetage/Standard,0,0.0
13576.0,9,367,2009-12-08 15:12:00,2010-12-01 17:24:00,11,4834.400000000001,439.49090909090916,5,5,5,555,15,Champions,0,2.3289473684210527
13577.0,18,361,2009-12-14 16:10:00,2010-11-22 08:11:00,7,1801.68,257.3828571428572,4,5,4,454,13,Champions,0,4.0476190476190474
